NB30D05A050I10V3data1_500.csv.pss,0.15,1940.6318680000002
NB30D05A050I10V3data2_500.csv.pss,1.02,1087.673464
NB30D05A050I10V3data3_500.csv.pss,0.36,1628.1009230000002
NB30D05A050I10V3data4_500.csv.pss,1.48,1097.71804
NB30D05A050I10V3data5_500.csv.pss,2.01,1087.332264
NB30D05A050I15V3data1_500.csv.pss,0.99,343.95255199999997
NB30D05A050I15V3data2_500.csv.pss,0.53,26.012005000000002
NB30D05A050I15V3data3_500.csv.pss,0.40,1090.828847
NB30D05A050I15V3data4_500.csv.pss,0.35,1121.865203
NB30D05A050I15V3data5_500.csv.pss,0.96,40.622123
NB30D05A050I5V3data1_500.csv.pss,1.13,2.868835
NB30D05A050I5V3data2_500.csv.pss,0.14,1061.014179
NB30D05A050I5V3data3_500.csv.pss,0.23,356.710735
NB30D05A050I5V3data4_500.csv.pss,1.12,1072.171283
NB30D05A050I5V3data5_500.csv.pss,0.21,1058.443357
NB30D05A100I10V3data1_500.csv.pss,1.63,1076.243151
NB30D05A100I10V3data2_500.csv.pss,2.33,1071.447587
NB30D05A100I10V3data3_500.csv.pss,0.99,313.125359
NB30D05A100I10V3data4_500.csv.pss,2.18,1087.7999
NB30D05A100I10V3data5_500.csv.pss,0.15,1090.361201
NB30D05A100I15V3data1_500.csv.pss,1.38,1060.697658
NB30D05A100I15V3data2_500.csv.pss,0.69,377.074612
NB30D05A100I15V3data3_500.csv.pss,2.08,1105.752599
NB30D05A100I15V3data4_500.csv.pss,1.00,2047.125164
NB30D05A100I15V3data5_500.csv.pss,0.69,83.216141
NB30D05A100I5V3data1_500.csv.pss,2.00,1086.373136
NB30D05A100I5V3data2_500.csv.pss,0.97,27.418702
NB30D05A100I5V3data3_500.csv.pss,2.11,1095.959828
NB30D05A100I5V3data4_500.csv.pss,0.37,1089.867707
NB30D05A100I5V3data5_500.csv.pss,0.31,1352.526627
NB30D05A150I10V3data1_500.csv.pss,0.81,1156.752535
NB30D05A150I10V3data2_500.csv.pss,0.23,1080.846479
NB30D05A150I10V3data3_500.csv.pss,1.37,1088.408709
NB30D05A150I10V3data4_500.csv.pss,1.52,1082.531424
NB30D05A150I10V3data5_500.csv.pss,2.07,1082.266514
NB30D05A150I15V3data1_500.csv.pss,2.25,1087.37963
NB30D05A150I15V3data2_500.csv.pss,1.21,53.311524
NB30D05A150I15V3data3_500.csv.pss,2.33,1282.05566
NB30D05A150I15V3data4_500.csv.pss,0.26,1073.364617
NB30D05A150I15V3data5_500.csv.pss,0.19,1085.211987
NB30D05A150I5V3data1_500.csv.pss,0.58,37.595571
NB30D05A150I5V3data2_500.csv.pss,0.55,4.200676
NB30D05A150I5V3data3_500.csv.pss,0.46,97.530001
NB30D05A150I5V3data4_500.csv.pss,0.23,0.574086
NB30D05A150I5V3data5_500.csv.pss,0.69,61.644573
NB30D05A200I10V3data1_500.csv.pss,0.64,1077.406504
NB30D05A200I10V3data2_500.csv.pss,1.73,1087.185157
NB30D05A200I10V3data3_500.csv.pss,0.44,1119.426802
NB30D05A200I10V3data4_500.csv.pss,1.02,107.183866
NB30D05A200I10V3data5_500.csv.pss,0.37,1104.93128
NB30D05A200I15V3data1_500.csv.pss,0.87,259.03709399999997
NB30D05A200I15V3data2_500.csv.pss,1.26,1117.400295
NB30D05A200I15V3data3_500.csv.pss,0.83,1073.15676
NB30D05A200I15V3data4_500.csv.pss,0.76,415.080701
NB30D05A200I15V3data5_500.csv.pss,1.05,186.554845
NB30D05A200I5V3data1_500.csv.pss,0.70,24.042621
NB30D05A200I5V3data2_500.csv.pss,2.01,1098.985294
NB30D05A200I5V3data3_500.csv.pss,0.75,1107.013254
NB30D05A200I5V3data4_500.csv.pss,0.65,1099.018907
NB30D05A200I5V3data5_500.csv.pss,0.72,183.499213
NB30D05A250I10V3data1_500.csv.pss,2.02,1123.044292
NB30D05A250I10V3data2_500.csv.pss,1.49,1109.248005
NB30D05A250I10V3data3_500.csv.pss,0.75,1089.236481
NB30D05A250I10V3data4_500.csv.pss,0.23,1089.557471
NB30D05A250I10V3data5_500.csv.pss,2.10,1094.53793
NB30D05A250I15V3data1_500.csv.pss,0.44,135.121057
NB30D05A250I15V3data2_500.csv.pss,0.56,34.281948
NB30D05A250I15V3data3_500.csv.pss,1.05,191.226224
NB30D05A250I15V3data4_500.csv.pss,0.25,1285.9713550000001
NB30D05A250I15V3data5_500.csv.pss,2.20,145.682243
NB30D05A250I5V3data1_500.csv.pss,0.77,1097.301425
NB30D05A250I5V3data2_500.csv.pss,1.68,72.877075
NB30D05A250I5V3data3_500.csv.pss,2.39,1095.8720440000002
NB30D05A250I5V3data4_500.csv.pss,0.58,7.955604
NB30D05A250I5V3data5_500.csv.pss,0.13,1114.227331
NB30D10A050I10V3data1_500.csv.pss,0.23,1089.886356
NB30D10A050I10V3data2_500.csv.pss,0.27,1069.537993
NB30D10A050I10V3data3_500.csv.pss,1.43,27.037538
NB30D10A050I10V3data4_500.csv.pss,1.88,1186.95631
NB30D10A050I10V3data5_500.csv.pss,0.27,4.272523
NB30D10A050I15V3data1_500.csv.pss,0.22,9.61341
NB30D10A050I15V3data2_500.csv.pss,0.29,2.617431
NB30D10A050I15V3data3_500.csv.pss,0.17,1085.715025
NB30D10A050I15V3data4_500.csv.pss,0.80,1082.843413
NB30D10A050I15V3data5_500.csv.pss,0.78,234.10201
NB30D10A050I5V3data1_500.csv.pss,0.24,1112.209297
NB30D10A050I5V3data2_500.csv.pss,0.81,86.98667300000001
NB30D10A050I5V3data3_500.csv.pss,0.66,219.751501
NB30D10A050I5V3data4_500.csv.pss,0.54,1839.202676
NB30D10A050I5V3data5_500.csv.pss,0.36,1081.994777
NB30D10A100I10V3data1_500.csv.pss,2.11,1120.877282
NB30D10A100I10V3data2_500.csv.pss,2.51,352.607854
NB30D10A100I10V3data3_500.csv.pss,2.17,1105.756271
NB30D10A100I10V3data4_500.csv.pss,1.70,103.139993
NB30D10A100I10V3data5_500.csv.pss,1.31,438.11282
NB30D10A100I15V3data1_500.csv.pss,0.89,24.282324
NB30D10A100I5V3data2_500.csv.pss,0.14,414.162004
NB30D10A100I5V3data3_500.csv.pss,0.64,1087.984719
NB30D10A100I5V3data4_500.csv.pss,2.00,1090.926169
NB30D10A100I5V3data5_500.csv.pss,2.17,138.391742
NB30D10A150I5V3data1_500.csv.pss,0.82,188.446804
NB30D10A150I5V3data2_500.csv.pss,2.29,1258.448266
NB30D10A150I5V3data3_500.csv.pss,2.09,220.392887
NB30D10A150I5V3data4_500.csv.pss,1.42,11.13318
NB30D10A150I5V3data5_500.csv.pss,2.09,1089.41476
NB30D10A200I10V3data1_500.csv.pss,0.85,1084.359976
NB30D10A200I10V3data2_500.csv.pss,0.79,10.593963
NB30D10A200I5V3data1_500.csv.pss,2.00,8.092108
NB30D10A200I5V3data2_500.csv.pss,2.08,1245.308366
NB30D10A200I5V3data3_500.csv.pss,2.42,1076.501439
NB30D10A200I5V3data4_500.csv.pss,1.64,1394.8743020000002
NB30D10A200I5V3data5_500.csv.pss,1.13,1088.782928
NB30D10A250I10V3data1_500.csv.pss,2.04,33.117607
NB30D10A250I5V3data1_500.csv.pss,0.66,26.642084
NB30D10A250I5V3data2_500.csv.pss,2.05,67.750936
NB30D10A250I5V3data3_500.csv.pss,2.05,1074.410443
NB30D10A250I5V3data4_500.csv.pss,2.12,1109.218005
NB30D10A250I5V3data5_500.csv.pss,2.23,1108.628806
NB30D15A050I10V3data1_500.csv.pss,0.31,5.961903
NB30D15A050I10V3data2_500.csv.pss,1.47,1188.871584
NB30D15A050I10V3data3_500.csv.pss,0.44,1428.298855
NB30D15A050I10V3data4_500.csv.pss,0.73,1692.82572
NB30D15A050I10V3data5_500.csv.pss,0.21,54.402609
NB30D15A050I15V3data1_500.csv.pss,1.48,1161.824442
NB30D15A050I15V3data2_500.csv.pss,0.43,1087.513667
NB30D15A050I15V3data3_500.csv.pss,0.41,37.967960999999995
